0,0.4,0.8,1,1.2,1.6,2
1.36E-01,1.04E-01,4.07E-02,1.73E-02,4.29E-03,9.11E-05,2.75E-06
1.00E+00,9.36E-01,4.72E-01,2.22E-01,6.12E-02,1.75E-03,5.80E-05
1.00E+02,5.00E+02,1.00E+03,,1.00E+04,1.00E+05,5.00E+05
5.00E+01,4.87E+01,3.81E+01,2.81E+01,2.01E+01,,
