0,0.4,0.8,1.2,1.6,2,factor : 0.75
1.56E-01,1.25E-01,6.12E-02,6.98E-03,2.14E-04,4.62E-06,
1.00E+00,9.77E-01,6.83E-01,1.59E-01,1.60E-02,2.16E-03,
5.00E+01,4.95E+01,4.10E+01,2.01E+01,8.96E+00,5.47E+00,
